ID,Latitude,Longitude,LimitingMag
269944,-34.8893,-56.1133,4
269961,32.8503,-117.273,4
269986,35.5193,-78.4776,4
269988,43.6849,-70.45,4
270015,-6.72856,-36.2654,4
270032,15.4173,74.1567,4
270038,40.9713,-75.3095,4
270042,39.7416,-105.095,4
270077,54.1535,12.0771,4
270097,32.8503,-117.273,4
270103,4.58544,-74.1974,4
270109,30.3877,-86.394,4
270115,36.0346,-75.6691,4
270127,4.65961,-74.1343,4
270132,33.16,-117.05,4
270133,33.16,-117.05,4
270134,33.16,-117.05,4
270142,39.4727,-104.922,4
270152,37.0145,-121.713,4
270154,39.4727,-104.922,4
270158,36.0346,-75.6691,4
270159,36.0346,-75.6691,4
270184,38.0059,-87.3949,4
270188,33.6222,-111.765,4
270190,20.35,-103.557,4
270192,39.4727,-104.922,4
270197,33.6222,-111.765,4
270205,36.9049,-111.459,4
270212,33.1434,-117.166,4
270219,41.203,22.5716,4
270236,30.4893,-86.457,4
270247,40.9386,-73.4707,4
270255,33.1505,-117.183,4
270258,32.804,-116.996,4
270260,38.9507,-77.1058,4
270269,-7.06103,-36.3616,4
270276,30.5216,-86.4808,4
270279,30.5216,-86.4808,4
270288,42.1262,-70.8477,4
270291,45.0988,-77.9975,4
270293,42.1262,-70.8477,4
270296,42.3551,-71.0657,4
270302,40.9887,-75.2963,4
270303,-4.29635,-41.7763,4
270304,-4.29635,-41.7763,4
270320,33.1434,-117.166,4
270321,33.6846,-112.179,4
270325,32.8899,-117.251,4
270334,34.3351,8.39934,4
270354,39.9716,-105.256,4
270359,39.9912,-105.319,4
270372,32.8899,-117.251,4
270376,37.5149,-76.9848,4
270377,48.7605,16.9945,4
270381,38.7104,35.5456,4
270395,30.4768,-86.4144,4
270397,30.4768,-86.4144,4
270398,30.527,-86.4496,4
270405,41.6613,-71.4669,4
270406,35.5193,-78.4776,4
270408,30.527,-86.4496,4
270411,28.5576,-81.7249,4
270416,32.313,-110.901,4
270422,28.5511,-80.8079,4
270451,38.7104,35.5456,4
270452,38.7104,35.5456,4
270453,38.7104,35.5456,4
270455,38.7104,35.5455,4
270456,38.7104,35.5456,4
270459,50.1383,14.4933,4
270463,38.7104,35.5455,4
270470,38.7104,35.5456,4
270480,38.7104,35.5456,4
270481,38.7104,35.5456,4
270486,38.7104,35.5456,4
270488,38.7104,35.5456,4
270497,33.9177,-117.201,4
270523,30.527,-86.4496,4
270532,30.4662,-86.4273,4
270543,30.4768,-86.4144,4
270560,39.9514,-105.338,4
270564,28.8372,-82.3109,4
270577,39.9519,-105.338,4
270579,39.9518,-105.338,4
270586,28.8628,-82.4722,4
270617,40.0087,-105.272,4
270622,26.0159,-80.3097,4
270623,26.0158,-80.3093,4
270625,43.1626,-70.8206,4
270627,40.9887,-75.2963,4
270629,30.4768,-86.4144,4
270630,30.4768,-86.4144,4
270631,30.4768,-86.4144,4
270634,37.2089,-77.4355,4
270641,48.7531,16.8825,4
270643,30.4988,-86.4747,4
270644,39.9535,-105.333,4
270648,40.0066,-105.272,4
270651,30.4988,-86.4747,4
270657,39.9535,-105.333,4
270662,39.9535,-105.333,4
270669,40.0066,-105.272,4
270683,40.0066,-105.272,4
270700,40.8058,-77.8612,4
270706,39.9533,-105.334,4
270707,40.0037,-105.263,4
270708,40.0037,-105.263,4
270711,39.9992,-105.282,4
270727,-32.8479,-71.1045,4
270729,39.9912,-105.319,4
270731,40.0017,-105.307,4
270734,39.9569,-105.35,4
270739,-32.8478,-71.1042,4
270741,40.0066,-105.272,4
270750,49.8977,14.8462,4
270757,36.1465,-86.8079,4
270759,40.7985,-77.8608,4
270761,40.8052,-77.8621,4
270764,40.8052,-77.8621,4
270767,26.1153,-80.1181,4
270768,26.1153,-80.1181,4
270769,26.1153,-80.1181,4
270771,40.7985,-77.8608,4
270774,26.1172,-80.2793,4
270775,26.1172,-80.2793,4
270783,26.1172,-80.2793,4
270792,35.1983,-111.651,4
270796,40.7913,-77.8653,4
270797,40.7914,-77.8654,4
270799,40.7914,-77.8654,4
270803,33.3602,-112.405,4
270819,35.2674,-120.675,4
270820,39.2663,-86.5039,4
270821,39.2663,-86.5039,4
270829,35.2903,-120.802,4
270836,35.4466,-120.629,4
270841,29.3137,48.0092,4
270897,32.2226,-110.975,4
270898,32.2226,-110.975,4
270907,41.4939,-81.549,4
270914,40.2689,-76.9578,4
270916,40.2689,-76.9578,4
270927,40.7801,-77.8546,4
270938,49.8173,17.081,4
270948,44.9851,-93.2283,4
270953,28.5578,-81.725,4
270957,40.2803,-74.0054,4
270987,47.6103,20.7282,4
270988,47.6102,20.7281,4
270993,44.9855,-93.1866,4
271007,41.3856,2.185,4
271031,5.28712,100.234,4
271036,52.3972,13.0486,4
271040,36.9049,-111.46,4
271044,19.4914,-155.038,4
271055,37.7103,-75.7464,4
271061,40.9713,-75.3096,4
271062,39.1437,-76.8277,4
271101,36.1448,-97.0579,4
271114,36.7752,140.731,4
271117,39.3259,141.901,4
271119,45.8126,8.78138,4
271120,44.9018,-0.216188,4
271122,34.3414,-83.6939,4
271123,-12.2343,-38.9712,4
271133,45.8131,8.78134,4
271138,43.0466,-76.0563,4
271188,36.2513,137.846,4
271330,44.1271,15.2475,4
271331,44.1271,15.2475,4
271334,44.1271,15.2475,4
271335,44.1271,15.2475,4
271380,44.1271,15.2475,4
271391,44.1274,15.2478,4
271392,44.1274,15.2478,4
271395,44.1274,15.2478,4
271399,44.1274,15.2478,4
271403,44.1274,15.2478,4
271404,44.1274,15.2478,4
271405,44.1274,15.2478,4
271408,44.1274,15.2478,4
271409,44.1274,15.2478,4
271412,44.1274,15.2478,4
271413,44.1274,15.2478,4
269247,18.1856,-65.8736,3
269249,40.8029,-77.8672,3
269265,39.0558,-76.4988,3
269266,33.0743,-112.047,3
269268,41.313,-81.9468,3
269279,43.7204,-72.2699,3
269281,38.4234,-85.798,3
269299,33.092,-116.583,3
269303,32.7371,-117.116,3
269304,32.7371,-117.116,3
269305,40.8029,-77.8672,3
269306,39.688,-104.943,3
269308,23.2519,87.8627,3
269309,33.092,-116.583,3
269328,30.388,-86.3939,3
269331,42.1966,-83.6136,3
269337,41.7327,-87.9784,3
269346,47.0009,-122.852,3
269348,47.1581,-122.153,3
269350,41.8069,-87.5902,3
269359,49.398,8.62502,3
269361,40.8027,-77.9603,3
269376,39.414,-84.432,3
269387,39.0558,-76.4988,3
269388,26.7107,88.4362,3
269397,40.7993,-77.8546,3
269408,36.9049,-111.459,3
269409,33.9099,-83.3939,3
269416,47.2617,-122.481,3
269420,40.7955,-77.8614,3
269423,39.414,-84.432,3
269430,-6.73252,-36.2674,3
269433,43.8333,-72.152,3
269439,35.3791,-120.659,3
269446,-34.9127,-56.1508,3
269479,40.8086,-77.8556,3
269480,40.8086,-77.8556,3
269481,40.7693,-77.8607,3
269482,40.7995,-78.0542,3
269485,40.8099,-77.897,3
269486,41.4274,-78.5609,3
269488,40.7965,-77.8628,3
269490,40.2803,-74.0054,3
269493,-34.875,-56.1997,3
269494,-34.9127,-56.1508,3
269499,43.6591,-70.2568,3
269502,43.6707,-70.3488,3
269507,40.9887,-75.2963,3
269509,43.6707,-70.3488,3
269522,44.9778,-93.265,3
269533,12.6434,80.0069,3
269537,-34.9127,-56.1508,3
269542,40.2823,-74.0041,3
269545,-34.912,-56.1488,3
269546,-34.9149,-56.149,3
269548,-7.05837,-36.3611,3
269549,-6.71866,-36.2587,3
269552,-6.73196,-36.2677,3
269560,40.7993,-77.8548,3
269571,47.2989,-122.437,3
269577,47.1551,-122.562,3
269578,47.1954,-122.413,3
269585,47.3293,-122.58,3
269586,39.0558,-76.4988,3
269589,47.3293,-122.58,3
269592,51.5019,0.205726,3
269601,-6.72924,-36.2676,3
269602,-6.72833,-36.2655,3
269612,30.1636,-97.8074,3
269616,30.1579,-97.8114,3
269620,38.627,-90.1994,3
269627,38.627,-90.1994,3
269629,32.8843,-117.233,3
269638,47.1954,-122.413,3
269656,39.0558,-76.4988,3
269667,39.6883,-104.944,3
269670,-34.9186,-56.1649,3
269674,30.1636,-97.8074,3
269681,-34.9186,-56.1649,3
269691,47.2379,-122.452,3
269693,46.0522,-123.283,3
269698,-34.8932,-56.1679,3
269702,32.611,-97.0402,3
269720,47.1592,-122.267,3
269732,-34.9111,-56.1452,3
269733,32.5247,-97.0983,3
269741,-34.9142,-56.1544,3
269742,-34.9172,-56.1594,3
269747,43.6908,-70.4468,3
269752,39.414,-84.432,3
269765,32.5881,-97.0459,3
269771,38.184,-83.4327,3
269774,47.173,-122.453,3
269777,47.1731,-122.445,3
269778,47.1406,-122.538,3
269786,39.0558,-76.4988,3
269789,32.5881,-97.0459,3
269792,47.4596,-93.2831,3
269818,30.0444,31.2357,3
269820,39.0558,-76.4988,3
269834,32.2196,-80.85,3
269835,-34.9255,-56.1564,3
269837,25.8289,-80.2918,3
269838,25.8289,-80.2918,3
269846,39.0558,-76.4988,3
269850,25.8289,-80.2918,3
269859,43.6848,-70.4499,3
269868,39.0558,-76.4988,3
269872,40.795,-77.8491,3
269874,28.3261,-81.4011,3
269876,44.9742,-93.2342,3
269878,30.5139,-86.4558,3
269879,30.3885,-86.3938,3
269888,29.9899,30.9557,3
269890,29.6917,-95.468,3
269894,29.6917,-95.468,3
269895,39.0558,-76.4988,3
269896,29.6917,-95.468,3
269926,-34.9162,-56.1523,3
269929,39.4138,-84.4317,3
269930,-34.9162,-56.1523,3
269935,33.0608,-117.246,3
269938,39.9745,-74.1479,3
269939,39.9745,-74.1479,3
269945,-34.8825,-56.1561,3
269949,44.9441,-93.222,3
269950,44.9441,-93.222,3
269955,-34.8949,-56.1686,3
269956,-34.8949,-56.1686,3
269958,28.3261,-81.4011,3
269959,29.9897,30.9558,3
269967,30.388,-86.3936,3
269970,41.4843,-71.5243,3
269975,41.7814,-87.9492,3
269978,-34.8949,-56.1686,3
269979,43.3161,-1.97589,3
269981,43.4926,-70.4534,3
269982,43.5077,-70.4078,3
269983,33.3565,-84.0377,3
269984,33.3565,-84.0377,3
269987,43.6848,-70.4499,3
269991,30.4773,-86.4198,3
269993,30.4773,-86.4198,3
269998,39.0558,-76.4988,3
270002,39.9774,-105.334,3
270007,36.0908,-95.8545,3
270009,36.0908,-95.8545,3
270010,36.0908,-95.8545,3
270027,39.7419,-105.095,3
270035,40.7178,-74.0431,3
270036,29.9898,30.9558,3
270043,50.9624,3.89797,3
270045,29.9898,30.9558,3
270048,35.6267,-120.699,3
270049,39.0558,-76.4988,3
270064,4.59615,-74.1579,3
270071,41.972,-98.3047,3
270073,39.0558,-76.4988,3
270082,4.64323,-74.1179,3
270084,4.55205,-74.1078,3
270091,41.485,-71.5299,3
270092,30.4988,-86.4747,3
270094,34.7716,-85.1862,3
270095,4.66308,-74.1341,3
270101,41.485,-71.5299,3
270102,4.68824,-74.0949,3
270111,4.59336,-74.1972,3
270117,30.4988,-86.4747,3
270119,36.9049,-111.459,3
270122,41.485,-71.5299,3
270126,4.62356,-74.1802,3
270136,40.0076,-105.266,3
270138,41.485,-71.5299,3
270141,33.0023,-116.806,3
270143,36.905,-111.459,3
270144,29.5232,-98.7646,3
270145,29.5232,-98.7646,3
270153,33.1672,-117.316,3
270156,-6.73207,-36.2685,3
270157,39.0438,-77.4874,3
270161,41.485,-71.5299,3
270173,41.485,-71.5299,3
270174,36.905,-111.459,3
270175,34.0925,-117.805,3
270182,28.6714,-80.7379,3
270183,39.9906,-86.1401,3
270199,41.485,-71.5299,3
270210,32.8831,-117.234,3
270211,41.485,-71.5299,3
270217,39.0558,-76.4988,3
270223,-4.29635,-41.7762,3
270224,-4.29635,-41.7762,3
270227,42.2375,-83.2258,3
270235,30.4893,-86.457,3
270237,30.4773,-86.4198,3
270242,41.7483,-87.9738,3
270249,41.4861,-71.5309,3
270254,39.0558,-76.4988,3
270259,30.4773,-86.4198,3
270268,-6.7321,-36.2685,3
270273,42.3743,-71.2454,3
270285,34.7055,-86.762,3
270300,42.3551,-71.0657,3
270305,42.0275,-71.4833,3
270308,32.8479,-117.268,3
270309,39.9637,-105.337,3
270310,39.1624,-77.2538,3
270315,39.0558,-76.4988,3
270316,32.8479,-117.268,3
270324,32.8859,-117.243,3
270328,32.8859,-117.243,3
270329,42.0275,-71.4833,3
270340,40.4317,-74.405,3
270343,30.495,-86.4695,3
270344,30.495,-86.4695,3
270346,40.7992,-77.8568,3
270355,32.611,-97.0402,3
270356,39.9979,-105.25,3
270364,32.9709,-117.119,3
270365,32.9709,-117.119,3
270366,32.9709,-117.119,3
270375,47.6456,-122.334,3
270383,35.2828,-120.66,3
270384,32.7371,-117.116,3
270387,30.527,-86.4496,3
270391,30.495,-86.4695,3
270399,30.3772,-86.3793,3
270400,32.8801,-117.234,3
270402,30.3773,-86.3853,3
270403,52.7168,-0.853708,3
270410,-33.473,-71.1047,3
270418,41.6933,-87.8031,3
270419,39.1624,-77.2539,3
270420,32.9304,-117.26,3
270424,32.9304,-117.26,3
270427,42.1532,-120.5,3
270431,49.4803,8.78927,3
270440,32.8801,-117.234,3
270446,43.7764,-79.2318,3
270448,38.7104,35.5456,3
270449,38.7104,35.5456,3
270460,50.1383,14.4933,3
270461,38.7104,35.5453,3
270465,38.7104,35.5456,3
270466,38.7104,35.5455,3
270467,38.7102,35.5338,3
270468,38.3332,-123.048,3
270469,37.9577,-121.291,3
270471,38.7107,35.5458,3
270473,38.7102,35.5338,3
270474,38.7351,35.5772,3
270487,38.7104,35.5456,3
270490,32.8801,-117.234,3
270496,35.5566,-78.607,3
270499,40.1778,-92.601,3
270500,-6.73201,-36.2677,3
270502,34.7055,-86.7621,3
270503,38.9657,-77.0622,3
270509,30.5241,-86.4519,3
270513,36.905,-111.459,3
270514,30.5241,-86.4519,3
270516,30.5007,-86.4436,3
270517,38.6579,-90.3972,3
270518,38.6579,-90.3972,3
270519,-32.8504,-71.1055,3
270520,38.6748,-90.3822,3
270521,30.5007,-86.4436,3
270531,30.4662,-86.4273,3
270533,38.6579,-90.3972,3
270548,37.6708,-89.2285,3
270561,28.7946,-82.343,3
270562,28.7946,-82.343,3
270573,28.8277,-82.3315,3
270583,28.8628,-82.4722,3
270585,28.8628,-82.4722,3
270594,28.8628,-82.4722,3
270599,28.8278,-82.3305,3
270604,28.8278,-82.3305,3
270610,28.8278,-82.3305,3
270613,38.6579,-90.3972,3
270614,30.5241,-86.4519,3
270618,30.3803,-86.419,3
270619,30.3803,-86.419,3
270632,30.5241,-86.4519,3
270633,30.5241,-86.4519,3
270635,30.5241,-86.4519,3
270638,46.2558,-101.475,3
270639,33.7779,-118.375,3
270642,33.998,-118.314,3
270646,42.1532,-120.499,3
270647,39.0558,-76.4988,3
270649,39.9533,-105.334,3
270650,28.0885,-81.7276,3
270656,39.9533,-105.334,3
270660,41.4861,-71.5309,3
270664,40.0481,-105.517,3
270665,32.572,-97.0639,3
270667,39.9533,-105.334,3
270671,39.5346,-104.874,3
270679,32.5996,-97.0402,3
270684,39.9533,-105.334,3
270686,32.5552,-97.0673,3
270701,32.5706,-97.0555,3
270705,40.0036,-105.263,3
270709,40.0066,-105.272,3
270712,39.9533,-105.334,3
270714,39.9533,-105.334,3
270715,40.0066,-105.272,3
270720,40.0179,-105.267,3
270721,39.9784,-105.275,3
270722,39.9893,-105.318,3
270723,43.2237,-8.35431,3
270724,42.2928,-83.7327,3
270725,40.0235,-105.285,3
270728,40.0112,-105.278,3
270740,39.9533,-105.334,3
270744,47.4131,-92.9458,3
270746,40.0227,-105.252,3
270754,40.7953,-77.8674,3
270756,36.1465,-86.8079,3
270766,26.1182,-80.1196,3
270778,26.1153,-80.1181,3
270781,26.1153,-80.1181,3
270782,26.1153,-80.1181,3
270786,40.792,-77.8644,3
270787,41.7814,-87.9492,3
270791,40.6837,-73.4961,3
270795,34.7052,-86.7617,3
270798,40.7986,-77.8673,3
270800,40.7914,-77.8654,3
270801,34.1702,-118.101,3
270815,40.7948,-77.8579,3
270822,35.2982,-120.768,3
270824,34.1702,-118.101,3
270826,40.8087,-77.8725,3
270831,34.9253,-120.433,3
270856,40.6319,-73.6035,3
270859,45.056,-93.2381,3
270864,40.6319,-73.6035,3
270866,40.6319,-73.6035,3
270869,35.5566,-78.607,3
270874,41.4938,-81.549,3
270884,41.4939,-81.5492,3
270887,40.7929,-77.8613,3
270890,39.0558,-76.4988,3
270893,40.7929,-77.8613,3
270896,32.2226,-110.975,3
270899,40.7929,-77.8613,3
270901,40.1744,-74.8257,3
270910,40.2803,-74.0054,3
270911,40.2803,-74.0054,3
270912,40.797,-77.8428,3
270913,40.2803,-74.0054,3
270917,40.2689,-76.9578,3
270920,39.1727,-76.5984,3
270921,39.1727,-76.5984,3
270925,40.7983,-77.8886,3
270928,39.0558,-76.4988,3
270931,38.0552,-102.122,3
270935,40.8006,-77.8584,3
270936,40.7934,-77.86,3
270967,45.0916,-93.7563,3
270994,45.0916,-93.7563,3
270995,44.8113,-91.4985,3
270996,39.0558,-76.4988,3
270999,38.6644,-94.8909,3
271000,38.6783,-94.883,3
271002,43.2943,-8.34644,3
271004,41.3856,2.185,3
271006,41.3856,2.185,3
271008,41.3856,2.185,3
271013,52.2961,21.4587,3
271015,41.6767,-83.652,3
271017,49.4802,8.78928,3
271019,49.339,8.90486,3
271020,49.3375,8.91136,3
271021,49.3375,8.91136,3
271023,49.339,8.90486,3
271028,49.3375,8.91136,3
271029,41.3446,21.5611,3
271041,38.0058,-87.3948,3
271042,39.0558,-76.4988,3
271043,39.0558,-76.4988,3
271045,35.7486,139.687,3
271047,35.7291,139.748,3
271051,27.6922,85.3443,3
271054,-27.4624,-58.9797,3
271056,41.6876,-72.6036,3
271064,39.1252,-77.2247,3
271065,39.1254,-77.225,3
271066,39.0558,-76.4988,3
271070,22.305,70.8017,3
271072,22.6876,87.9182,3
271078,27.6711,85.3446,3
271084,39.1252,-77.2247,3
271086,39.1254,-77.225,3
271087,45.7015,-92.4123,3
